0971880107;Wild Animus;Rich Shapero;2004;Too Far;http://images.amazon.com/images/P/0971880107.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0971880107.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0971880107.01.LZZZZZZZ.jpg
0767905180;Jemima J: A Novel About Ugly Ducklings and Swans;Jane Green;2001;Broadway Books;http://images.amazon.com/images/P/0767905180.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0767905180.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0767905180.01.LZZZZZZZ.jpg
0312980140;Seven Up (A Stephanie Plum Novel);Janet Evanovich;2002;St. Martin's Paperbacks;http://images.amazon.com/images/P/0312980140.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0312980140.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0312980140.01.LZZZZZZZ.jpg
0425182908;Isle of Dogs;Patricia Cornwell;2002;Berkley Publishing Group;http://images.amazon.com/images/P/0425182908.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425182908.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425182908.01.LZZZZZZZ.jpg
1400031354;Tears of the Giraffe (No.1 Ladies Detective Agency);Alexander McCall Smith;2002;Anchor;http://images.amazon.com/images/P/1400031354.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1400031354.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1400031354.01.LZZZZZZZ.jpg
0316781266;The Last Time They Met : A Novel;Anita Shreve;2002;Back Bay Books;http://images.amazon.com/images/P/0316781266.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0316781266.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0316781266.01.LZZZZZZZ.jpg
0312971346;High Five (A Stephanie Plum Novel);Janet Evanovich;2000;St. Martin's Paperbacks;http://images.amazon.com/images/P/0312971346.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0312971346.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0312971346.01.LZZZZZZZ.jpg
0385335881;Shopaholic Takes Manhattan (Summer Display Opportunity);Sophie Kinsella;2002;Delta;http://images.amazon.com/images/P/0385335881.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385335881.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385335881.01.LZZZZZZZ.jpg
0312976275;Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel);Janet Evanovich;2001;St. Martin's Paperbacks;http://images.amazon.com/images/P/0312976275.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0312976275.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0312976275.01.LZZZZZZZ.jpg
0380718340;Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback));Patricia D. Cornwell;1994;Avon;http://images.amazon.com/images/P/0380718340.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0380718340.01.MZZZZZZZ.jpg
0312282990;The Amazing Adventures of Kavalier &amp; Clay;Michael Chabon;2001;Picador;http://images.amazon.com/images/P/0312282990.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0312282990.01.MZZZZZZZ.jpg
0446606189;Cat &amp; Mouse (Alex Cross Novels);James Patterson;1998;Warner Books;http://images.amazon.com/images/P/0446606189.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446606189.01.MZZZZZZZ.jpg
0425158616;Cause of Death;Patricia Daniels Cornwell;1997;Berkley Publishing Group;http://images.amazon.com/images/P/0425158616.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425158616.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425158616.01.LZZZZZZZ.jpg
0439136350;Harry Potter and the Prisoner of Azkaban (Book 3);J. K. Rowling;1999;Scholastic;http://images.amazon.com/images/P/0439136350.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439136350.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439136350.01.LZZZZZZZ.jpg
0385503822;The Summons;John Grisham;2002;Doubleday Books;http://images.amazon.com/images/P/0385503822.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385503822.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385503822.01.LZZZZZZZ.jpg
0425162443;The Rapture of Canaan;Sheri Reynolds;1997;Berkley Publishing Group;http://images.amazon.com/images/P/0425162443.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425162443.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425162443.01.LZZZZZZZ.jpg
0446610399;The Rescue;Nicholas Sparks;2001;Warner Books;http://images.amazon.com/images/P/0446610399.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446610399.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446610399.01.LZZZZZZZ.jpg
0812550706;Ender's Game (Ender Wiggins Saga (Paperback));Orson Scott Card;1994;Tor Books;http://images.amazon.com/images/P/0812550706.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0812550706.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0812550706.01.LZZZZZZZ.jpg
0385479565;The Hot Zone;Richard Preston;1995;Anchor;http://images.amazon.com/images/P/0385479565.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385479565.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385479565.01.LZZZZZZZ.jpg
0553260111;The Bourne Identity;Robert Ludlum;1984;Bantam Books;http://images.amazon.com/images/P/0553260111.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553260111.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553260111.01.LZZZZZZZ.jpg
0671004530;On the Street Where You Live;Mary Higgins Clark;2002;Pocket;http://images.amazon.com/images/P/0671004530.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671004530.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671004530.01.LZZZZZZZ.jpg
067102423X;Bag of Bones;Stephen King;1999;Pocket;http://images.amazon.com/images/P/067102423X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/067102423X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/067102423X.01.LZZZZZZZ.jpg
0439139597;Harry Potter and the Goblet of Fire (Book 4);J. K. Rowling;2000;Scholastic;http://images.amazon.com/images/P/0439139597.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439139597.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439139597.01.LZZZZZZZ.jpg
1573225789;The Color of Water: A Black Man's Tribute to His White Mother;James McBride;1997;Riverhead Books;http://images.amazon.com/images/P/1573225789.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1573225789.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1573225789.01.LZZZZZZZ.jpg
034538475X;The Tale of the Body Thief (Vampire Chronicles (Paperback));Anne Rice;1993;Ballantine Books;http://images.amazon.com/images/P/034538475X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/034538475X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/034538475X.01.LZZZZZZZ.jpg
0439139600;Harry Potter and the Goblet of Fire (Book 4);J. K. Rowling;2002;Scholastic Paperbacks;http://images.amazon.com/images/P/0439139600.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439139600.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439139600.01.LZZZZZZZ.jpg
0451524934;1984;George Orwell;1990;Signet Book;http://images.amazon.com/images/P/0451524934.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0451524934.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451524934.01.LZZZZZZZ.jpg
0375702709;A Lesson Before Dying (Vintage Contemporaries (Paperback));Ernest J. Gaines;1997;Vintage Books USA;http://images.amazon.com/images/P/0375702709.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375702709.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375702709.01.LZZZZZZZ.jpg
0743225406;The Shipping News : A Novel;Annie Proulx;2001;Scribner;http://images.amazon.com/images/P/0743225406.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0743225406.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0743225406.01.LZZZZZZZ.jpg
0066214122;Prey: A Novel;Michael Crichton;2002;HarperCollins;http://images.amazon.com/images/P/0066214122.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0066214122.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0066214122.01.LZZZZZZZ.jpg
014029628X;Girl in Hyacinth Blue;Susan Vreeland;2000;Penguin Books;http://images.amazon.com/images/P/014029628X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/014029628X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/014029628X.01.LZZZZZZZ.jpg
0451183665;A Case of Need;Michael Crichton;1994;Signet Book;http://images.amazon.com/images/P/0451183665.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0451183665.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451183665.01.LZZZZZZZ.jpg
0871136791;Cold Mountain;Charles Frazier;1997;Atlantic Monthly Press;http://images.amazon.com/images/P/0871136791.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0871136791.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0871136791.01.LZZZZZZZ.jpg
0141000198;Bridget Jones's Diary;Helen Fielding;2001;Penguin Putnam;http://images.amazon.com/images/P/0141000198.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0141000198.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0141000198.01.LZZZZZZZ.jpg
0140067477;The Tao of Pooh;Benjamin Hoff;1983;Penguin Books;http://images.amazon.com/images/P/0140067477.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0140067477.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0140067477.01.LZZZZZZZ.jpg
0553275976;The Bonfire of the Vanities;Tom Wolfe;1988;Bantam Books;http://images.amazon.com/images/P/0553275976.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553275976.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553275976.01.LZZZZZZZ.jpg
0451184963;Insomnia;Stephen King;1995;Signet Book;http://images.amazon.com/images/P/0451184963.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0451184963.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451184963.01.LZZZZZZZ.jpg
0425169863;Point of Origin;Patricia Daniels Cornwell;1999;Berkley Publishing Group;http://images.amazon.com/images/P/0425169863.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425169863.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425169863.01.LZZZZZZZ.jpg
0345439104;Drowning Ruth (Oprah's Book Club);CHRISTINA SCHWARZ;2001;Ballantine Books;http://images.amazon.com/images/P/0345439104.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345439104.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345439104.01.LZZZZZZZ.jpg
0345465083;Seabiscuit;LAURA HILLENBRAND;2003;Ballantine Books;http://images.amazon.com/images/P/0345465083.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345465083.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345465083.01.LZZZZZZZ.jpg
0671014196;The Summerhouse;Jude Deveraux;2002;Pocket;http://images.amazon.com/images/P/0671014196.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671014196.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671014196.01.LZZZZZZZ.jpg
044651862X;The Celestine Prophecy (Celestine Prophecy);James Redfield;1994;Warner Books;http://images.amazon.com/images/P/044651862X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/044651862X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/044651862X.01.LZZZZZZZ.jpg
0553580221;False Memory;Dean R. Koontz;2000;Bantam Books;http://images.amazon.com/images/P/0553580221.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553580221.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553580221.01.LZZZZZZZ.jpg
0446670251;The Virgin Suicides;Jeffrey Eugenides;1994;Warner Books;http://images.amazon.com/images/P/0446670251.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446670251.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446670251.01.LZZZZZZZ.jpg
0375703055;Ellen Foster;Kaye Gibbons;1997;Vintage Books;http://images.amazon.com/images/P/0375703055.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0375703055.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375703055.01.LZZZZZZZ.jpg
0425163407;Unnatural Exposure;Patricia Daniels Cornwell;1998;Berkley Publishing Group;http://images.amazon.com/images/P/0425163407.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425163407.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425163407.01.LZZZZZZZ.jpg
0380718332;All That Remains (Kay Scarpetta Mysteries (Paperback));Patricia D. Cornwell;1993;Avon;http://images.amazon.com/images/P/0380718332.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0380718332.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380718332.01.LZZZZZZZ.jpg
0553277472;Zen and the Art of Motorcycle Maintenance: An Inquiry into Values;ROBERT PIRSIG;1984;Bantam;http://images.amazon.com/images/P/0553277472.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553277472.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553277472.01.LZZZZZZZ.jpg
0767900383;Under the Tuscan Sun;Frances Mayes;1997;Broadway;http://images.amazon.com/images/P/0767900383.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0767900383.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0767900383.01.LZZZZZZZ.jpg
038550120X;A Painted House;JOHN GRISHAM;2001;Doubleday;http://images.amazon.com/images/P/038550120X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/038550120X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/038550120X.01.LZZZZZZZ.jpg
0553579606;Ashes to Ashes;TAMI HOAG;2000;Bantam;http://images.amazon.com/images/P/0553579606.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553579606.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553579606.01.LZZZZZZZ.jpg
0345438329;Big Stone Gap: A Novel (Ballantine Reader's Circle);Adriana Trigiani;2001;Ballantine Books;http://images.amazon.com/images/P/0345438329.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345438329.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345438329.01.LZZZZZZZ.jpg
0842329218;Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2);Tim LaHaye;1997;Tyndale House Publishers;http://images.amazon.com/images/P/0842329218.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0842329218.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0842329218.01.LZZZZZZZ.jpg
042516098X;Hornet's Nest;Patricia Daniels Cornwell;1998;Berkley Publishing Group;http://images.amazon.com/images/P/042516098X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/042516098X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/042516098X.01.LZZZZZZZ.jpg
0446604801;Jack &amp; Jill (Alex Cross Novels);James Patterson;1997;Warner Books;http://images.amazon.com/images/P/0446604801.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446604801.01.MZZZZZZZ.jpg
0446359866;Presumed Innocent;Scott Turow;1989;Warner Books;http://images.amazon.com/images/P/0446359866.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446359866.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446359866.01.LZZZZZZZ.jpg
0316899984;River, Cross My Heart;Breena Clarke;1999;Little Brown &amp; Company;http://images.amazon.com/images/P/0316899984.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0316899984.01.MZZZZZZZ.jpg
0553272535;Night;Elie Wiesel;1982;Bantam Books;http://images.amazon.com/images/P/0553272535.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553272535.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553272535.01.LZZZZZZZ.jpg
0345350499;The Mists of Avalon;MARION ZIMMER BRADLEY;1987;Del Rey;http://images.amazon.com/images/P/0345350499.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345350499.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345350499.01.LZZZZZZZ.jpg
0451203771;Scarlet Feather;Maeve Binchy;2002;Signet Book;http://images.amazon.com/images/P/0451203771.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0451203771.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451203771.01.LZZZZZZZ.jpg
014023313X;The Stone Diaries;Carol Shields;1995;Penguin Books;http://images.amazon.com/images/P/014023313X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/014023313X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/014023313X.01.LZZZZZZZ.jpg
1559029838;Call of the Wild;Jack London;0;Selldowns/no More Orders;http://images.amazon.com/images/P/1559029838.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1559029838.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1559029838.01.LZZZZZZZ.jpg
0452264464;Beloved (Plume Contemporary Fiction);Toni Morrison;1994;Plume;http://images.amazon.com/images/P/0452264464.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0452264464.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0452264464.01.LZZZZZZZ.jpg
0671024248;Hearts In Atlantis;Stephen King;2000;Pocket;http://images.amazon.com/images/P/0671024248.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671024248.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671024248.01.LZZZZZZZ.jpg
0345413903;The Murder Book;Jonathan Kellerman;2003;Ballantine Books;http://images.amazon.com/images/P/0345413903.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345413903.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345413903.01.LZZZZZZZ.jpg
0441569595;Neuromancer (Remembering Tomorrow);William Gibson;1995;Ace Books;http://images.amazon.com/images/P/0441569595.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0441569595.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0441569595.01.LZZZZZZZ.jpg
0440235162;The Smoke Jumper;Nicholas Evans;2002;Dell Publishing Company;http://images.amazon.com/images/P/0440235162.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440235162.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440235162.01.LZZZZZZZ.jpg
0684801523;The Great Gatsby;F. Scott Fitzgerald;1995;Scribner;http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg
0440219078;The Giver (21st Century Reference);LOIS LOWRY;1994;Laure Leaf;http://images.amazon.com/images/P/0440219078.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440219078.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440219078.01.LZZZZZZZ.jpg
038572179X;Atonement : A Novel;IAN MCEWAN;2003;Anchor;http://images.amazon.com/images/P/038572179X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/038572179X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/038572179X.01.LZZZZZZZ.jpg
0446608815;Pop Goes the Weasel;James Patterson;2000;Warner Vision;http://images.amazon.com/images/P/0446608815.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446608815.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446608815.01.LZZZZZZZ.jpg
0316780375;The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion;Anita Shreve;1998;Back Bay Books;http://images.amazon.com/images/P/0316780375.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0316780375.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0316780375.01.LZZZZZZZ.jpg
0553280368;C Is for Corpse (Kinsey Millhone Mysteries (Paperback));Sue Grafton;1987;Bantam;http://images.amazon.com/images/P/0553280368.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553280368.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553280368.01.LZZZZZZZ.jpg
0345339711;The Two Towers (The Lord of the Rings, Part 2);J.R.R. TOLKIEN;1986;Del Rey;http://images.amazon.com/images/P/0345339711.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345339711.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345339711.01.LZZZZZZZ.jpg
0515132187;The Villa;Nora Roberts;2002;Jove Books;http://images.amazon.com/images/P/0515132187.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0515132187.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0515132187.01.LZZZZZZZ.jpg
0553271636;D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback));Sue Grafton;1988;Bantam;http://images.amazon.com/images/P/0553271636.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553271636.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553271636.01.LZZZZZZZ.jpg
0671004573;Before I Say Good-Bye;Mary Higgins Clark;2001;Pocket;http://images.amazon.com/images/P/0671004573.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671004573.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671004573.01.LZZZZZZZ.jpg
034541389X;Flesh and Blood;Jonathan Kellerman;2002;Ballantine Books;http://images.amazon.com/images/P/034541389X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/034541389X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/034541389X.01.LZZZZZZZ.jpg
0553279378;I Know Why the Caged Bird Sings;MAYA ANGELOU;1983;Bantam;http://images.amazon.com/images/P/0553279378.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553279378.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553279378.01.LZZZZZZZ.jpg
0446532231;Dude, Where's My Country?;Michael Moore;2003;Warner Books;http://images.amazon.com/images/P/0446532231.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446532231.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446532231.01.LZZZZZZZ.jpg
0140119906;Love in the Time of Cholera (Penguin Great Books of the 20th Century);Gabriel Garcia Marquez;1994;Penguin Books;http://images.amazon.com/images/P/0140119906.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0140119906.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0140119906.01.LZZZZZZZ.jpg
0440224624;The Loop;Nicholas Evans;1999;Dell Publishing Company;http://images.amazon.com/images/P/0440224624.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440224624.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440224624.01.LZZZZZZZ.jpg
0449003787;\"O\" Is for Outlaw;SUE GRAFTON;2001;Ballantine Books;http://images.amazon.com/images/P/0449003787.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0449003787.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0449003787.01.LZZZZZZZ.jpg
0385498802;Bee Season: A Novel;Myla Goldberg;2001;Anchor Books/Doubleday;http://images.amazon.com/images/P/0385498802.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385498802.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385498802.01.LZZZZZZZ.jpg
0515130389;Carolina Moon;Nora Roberts;2001;Jove Books;http://images.amazon.com/images/P/0515130389.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0515130389.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0515130389.01.LZZZZZZZ.jpg
0684848783;Tis : A Memoir;Frank McCourt;1999;Scribner;http://images.amazon.com/images/P/0684848783.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0684848783.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0684848783.01.LZZZZZZZ.jpg
0345339738;The Return of the King (The Lord of the Rings, Part 3);J.R.R. TOLKIEN;1986;Del Rey;http://images.amazon.com/images/P/0345339738.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345339738.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345339738.01.LZZZZZZZ.jpg
0671867156;Pretend You Don't See Her;Mary Higgins Clark;1998;Pocket;http://images.amazon.com/images/P/0671867156.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671867156.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671867156.01.LZZZZZZZ.jpg
0060175400;The Poisonwood Bible;Barbara Kingsolver;1999;HarperCollins;http://images.amazon.com/images/P/0060175400.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0060175400.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060175400.01.LZZZZZZZ.jpg
0449221504;K Is for Killer (Kinsey Millhone Mysteries (Paperback));Sue Grafton;1999;Fawcett Books;http://images.amazon.com/images/P/0449221504.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0449221504.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0449221504.01.LZZZZZZZ.jpg
002542730X;Politically Correct Bedtime Stories: Modern Tales for Our Life and Times;James Finn Garner;1994;John Wiley &amp; Sons Inc;http://images.amazon.com/images/P/002542730X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/002542730X.01.MZZZZZZZ.jpg
0449219364;G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback));Sue Grafton;1991;Fawcett Books;http://images.amazon.com/images/P/0449219364.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0449219364.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0449219364.01.LZZZZZZZ.jpg
0142001805;The Eyre Affair: A Novel;Jasper Fforde;2003;Penguin Books;http://images.amazon.com/images/P/0142001805.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0142001805.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0142001805.01.LZZZZZZZ.jpg
0060391626;I Know This Much Is True (Oprah's Book Club);Wally Lamb;1998;Regan Books;http://images.amazon.com/images/P/0060391626.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0060391626.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060391626.01.LZZZZZZZ.jpg
042511774X;Breathing Lessons;Anne Tyler;1994;Berkley Publishing Group;http://images.amazon.com/images/P/042511774X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/042511774X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/042511774X.01.LZZZZZZZ.jpg
0451156609;The Tommyknockers;Stephen King;1994;Signet Book;http://images.amazon.com/images/P/0451156609.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0451156609.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451156609.01.LZZZZZZZ.jpg
0151008116;Life of Pi;Yann Martel;2002;Harcourt;http://images.amazon.com/images/P/0151008116.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0151008116.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0151008116.01.LZZZZZZZ.jpg
055356451X;Night Sins;TAMI HOAG;1995;Bantam;http://images.amazon.com/images/P/055356451X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/055356451X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/055356451X.01.LZZZZZZZ.jpg
0439064864;Harry Potter and the Chamber of Secrets (Book 2);J. K. Rowling;1999;Scholastic;http://images.amazon.com/images/P/0439064864.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0439064864.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439064864.01.LZZZZZZZ.jpg
